initial_location,seating_capacity,start_service_time,end_service_time
4494,4,1,108000
81975,4,1,108000
104613,4,1,108000
125649,4,1,108000
68762,4,1,108000
144507,4,1,108000
60313,4,1,108000
21479,4,1,108000
102883,4,1,108000
102830,4,1,108000
159577,4,1,108000
143874,4,1,108000
109542,4,1,108000
113046,4,1,108000
24699,4,1,108000
13468,4,1,108000
101947,4,1,108000
50712,4,1,108000
85507,4,1,108000
28856,4,1,108000
139527,4,1,108000
6874,4,1,108000
43704,4,1,108000
120601,4,1,108000
15894,4,1,108000
54410,4,1,108000
23264,4,1,108000
7254,4,1,108000
152301,4,1,108000
86181,4,1,108000
8983,4,1,108000
29778,4,1,108000
140472,4,1,108000
39398,4,1,108000
8951,4,1,108000
66963,4,1,108000
117828,4,1,108000
54555,4,1,108000
160565,4,1,108000
99879,4,1,108000
72074,4,1,108000
108171,4,1,108000
55829,4,1,108000
55961,4,1,108000
67869,4,1,108000
154220,4,1,108000
131546,4,1,108000
55214,4,1,108000
23579,4,1,108000
126759,4,1,108000
7300,4,1,108000
35350,4,1,108000
78103,4,1,108000
123047,4,1,108000
66041,4,1,108000
63355,4,1,108000
59068,4,1,108000
146721,4,1,108000
157383,4,1,108000
105606,4,1,108000
19927,4,1,108000
87643,4,1,108000
20422,4,1,108000
83621,4,1,108000
136414,4,1,108000
143207,4,1,108000
51670,4,1,108000
91891,4,1,108000
126771,4,1,108000
1708,4,1,108000
84071,4,1,108000
151587,4,1,108000
115990,4,1,108000
136159,4,1,108000
4803,4,1,108000
74013,4,1,108000
30781,4,1,108000
116890,4,1,108000
122841,4,1,108000
131042,4,1,108000
103752,4,1,108000
149030,4,1,108000
63774,4,1,108000
84791,4,1,108000
130529,4,1,108000
100376,4,1,108000
86126,4,1,108000
80050,4,1,108000
53341,4,1,108000
65137,4,1,108000
22692,4,1,108000
77095,4,1,108000
75315,4,1,108000
117174,4,1,108000
30316,4,1,108000
78650,4,1,108000
98034,4,1,108000
60151,4,1,108000
39473,4,1,108000
78640,4,1,108000
117174,4,1,108000
81980,4,1,108000
126056,4,1,108000
33282,4,1,108000
109163,4,1,108000
143671,4,1,108000
34290,4,1,108000
130832,4,1,108000
140791,4,1,108000
92938,4,1,108000
69672,4,1,108000
51622,4,1,108000
13720,4,1,108000
147221,4,1,108000
66658,4,1,108000
11926,4,1,108000
155588,4,1,108000
149880,4,1,108000
65396,4,1,108000
22824,4,1,108000
84124,4,1,108000
850,4,1,108000
79850,4,1,108000
91855,4,1,108000
136016,4,1,108000
80330,4,1,108000
30761,4,1,108000
65410,4,1,108000
29345,4,1,108000
4017,4,1,108000
80688,4,1,108000
3195,4,1,108000
48591,4,1,108000
43408,4,1,108000
143592,4,1,108000
141018,4,1,108000
134410,4,1,108000
81581,4,1,108000
84857,4,1,108000
69370,4,1,108000
115970,4,1,108000
160543,4,1,108000
83156,4,1,108000
3941,4,1,108000
155350,4,1,108000
18463,4,1,108000
156507,4,1,108000
85232,4,1,108000
83556,4,1,108000
39110,4,1,108000
36843,4,1,108000
132443,4,1,108000
80112,4,1,108000
79048,4,1,108000
157126,4,1,108000
126783,4,1,108000
87632,4,1,108000
134287,4,1,108000
90825,4,1,108000
88551,4,1,108000
103902,4,1,108000
18422,4,1,108000
100768,4,1,108000
108313,4,1,108000
134109,4,1,108000
4494,4,1,108000
108985,4,1,108000
66711,4,1,108000
106929,4,1,108000
118541,4,1,108000
130258,4,1,108000
83289,4,1,108000
57279,4,1,108000
51733,4,1,108000
100768,4,1,108000
72329,4,1,108000
131042,4,1,108000
122720,4,1,108000
57956,4,1,108000
117786,4,1,108000
25902,4,1,108000
97155,4,1,108000
83256,4,1,108000
107567,4,1,108000
39029,4,1,108000
62134,4,1,108000
35694,4,1,108000
35462,4,1,108000
3193,4,1,108000
95548,4,1,108000
33077,4,1,108000
75996,4,1,108000
48905,4,1,108000
89984,4,1,108000
12184,4,1,108000
84172,4,1,108000
106831,4,1,108000
25718,4,1,108000
68637,4,1,108000
43612,4,1,108000
78312,4,1,108000
29939,4,1,108000
42638,4,1,108000
117380,4,1,108000
7252,4,1,108000
142497,4,1,108000
8951,4,1,108000
122841,4,1,108000
52514,4,1,108000
81277,4,1,108000
30422,4,1,108000
44706,4,1,108000
8242,4,1,108000
63478,4,1,108000
35342,4,1,108000
50761,4,1,108000
60092,4,1,108000
59068,4,1,108000
8951,4,1,108000
35630,4,1,108000
129357,4,1,108000
45885,4,1,108000
102998,4,1,108000
105135,4,1,108000
83631,4,1,108000
105187,4,1,108000
145265,4,1,108000
72419,4,1,108000
70237,4,1,108000
74566,4,1,108000
93067,4,1,108000
8951,4,1,108000
145741,4,1,108000
86553,4,1,108000
153347,4,1,108000
7254,4,1,108000
138139,4,1,108000
5461,4,1,108000
7940,4,1,108000
19587,4,1,108000
65116,4,1,108000
137935,4,1,108000
35716,4,1,108000
111708,4,1,108000
19542,4,1,108000
129357,4,1,108000
73997,4,1,108000
7307,4,1,108000
58220,4,1,108000
29130,4,1,108000
8646,4,1,108000
113327,4,1,108000
71750,4,1,108000
103781,4,1,108000
111603,4,1,108000
58211,4,1,108000
114639,4,1,108000
60524,4,1,108000
22487,4,1,108000
36843,4,1,108000
104817,4,1,108000
136116,4,1,108000
57279,4,1,108000
122376,4,1,108000
84148,4,1,108000
109090,4,1,108000
155601,4,1,108000
117701,4,1,108000
84243,4,1,108000
115951,4,1,108000
100137,4,1,108000
7252,4,1,108000
148237,4,1,108000
73872,4,1,108000
35734,4,1,108000
96900,4,1,108000
42374,4,1,108000
93503,4,1,108000
129134,4,1,108000
94338,4,1,108000
43271,4,1,108000
72058,4,1,108000
131042,4,1,108000
120510,4,1,108000
131508,4,1,108000
81418,4,1,108000
1530,4,1,108000
113050,4,1,108000
66816,4,1,108000
17211,4,1,108000
105630,4,1,108000
95540,4,1,108000
126612,4,1,108000
18942,4,1,108000
31720,4,1,108000
33107,4,1,108000
10130,4,1,108000
97358,4,1,108000
122695,4,1,108000
134260,4,1,108000
143089,4,1,108000
93954,4,1,108000
57279,4,1,108000
77824,4,1,108000
95374,4,1,108000
71187,4,1,108000
145380,4,1,108000
42079,4,1,108000
102617,4,1,108000
55528,4,1,108000
72405,4,1,108000
144747,4,1,108000
52000,4,1,108000
115896,4,1,108000
76480,4,1,108000
60298,4,1,108000
59619,4,1,108000
65045,4,1,108000
127990,4,1,108000
96757,4,1,108000
23188,4,1,108000
113648,4,1,108000
59814,4,1,108000
39702,4,1,108000
68122,4,1,108000
109323,4,1,108000
26552,4,1,108000
28238,4,1,108000
155528,4,1,108000
153110,4,1,108000
50884,4,1,108000
106540,4,1,108000
126254,4,1,108000
22599,4,1,108000
134181,4,1,108000
78019,4,1,108000
140916,4,1,108000
38103,4,1,108000
85159,4,1,108000
27014,4,1,108000
54681,4,1,108000
2422,4,1,108000
137935,4,1,108000
93025,4,1,108000
154134,4,1,108000
90483,4,1,108000
31009,4,1,108000
89738,4,1,108000
43846,4,1,108000
59068,4,1,108000
39166,4,1,108000
131688,4,1,108000
68853,4,1,108000
97718,4,1,108000
135856,4,1,108000
22396,4,1,108000
94493,4,1,108000
97811,4,1,108000
43982,4,1,108000
4967,4,1,108000
154452,4,1,108000
143983,4,1,108000
96845,4,1,108000
11571,4,1,108000
60192,4,1,108000
77620,4,1,108000
39140,4,1,108000
65120,4,1,108000
142041,4,1,108000
92585,4,1,108000
125076,4,1,108000
84567,4,1,108000
15055,4,1,108000
4271,4,1,108000
98102,4,1,108000
57552,4,1,108000
138983,4,1,108000
82807,4,1,108000
87514,4,1,108000
149098,4,1,108000
29786,4,1,108000
154706,4,1,108000
107368,4,1,108000
28828,4,1,108000
68374,4,1,108000
106175,4,1,108000
117949,4,1,108000
142856,4,1,108000
137159,4,1,108000
14713,4,1,108000
39475,4,1,108000
151687,4,1,108000
75684,4,1,108000
97618,4,1,108000
122515,4,1,108000
63439,4,1,108000
136536,4,1,108000
35230,4,1,108000
98917,4,1,108000
42776,4,1,108000
58731,4,1,108000
155601,4,1,108000
132100,4,1,108000
23579,4,1,108000
23690,4,1,108000
158844,4,1,108000
20907,4,1,108000
44289,4,1,108000
125868,4,1,108000
51147,4,1,108000
160090,4,1,108000
140627,4,1,108000
81770,4,1,108000
125868,4,1,108000
24271,4,1,108000
135144,4,1,108000
50362,4,1,108000
100768,4,1,108000
57279,4,1,108000
23665,4,1,108000
13497,4,1,108000
50256,4,1,108000
123573,4,1,108000
120968,4,1,108000
9728,4,1,108000
34979,4,1,108000
141746,4,1,108000
13495,4,1,108000
49106,4,1,108000
10061,4,1,108000
99575,4,1,108000
12339,4,1,108000
118791,4,1,108000
92938,4,1,108000
113648,4,1,108000
100768,4,1,108000
15894,4,1,108000
23579,4,1,108000
138981,4,1,108000
52594,4,1,108000
57113,4,1,108000
124495,4,1,108000
108146,4,1,108000
60720,4,1,108000
52376,4,1,108000
145817,4,1,108000
33273,4,1,108000
92938,4,1,108000
123511,4,1,108000
136428,4,1,108000
47619,4,1,108000
54027,4,1,108000
36884,4,1,108000
74495,4,1,108000
129714,4,1,108000
133418,4,1,108000
57279,4,1,108000
19838,4,1,108000
254,4,1,108000
37699,4,1,108000
33480,4,1,108000
9233,4,1,108000
122740,4,1,108000
134109,4,1,108000
100178,4,1,108000
68661,4,1,108000
107352,4,1,108000
99746,4,1,108000
113593,4,1,108000
67399,4,1,108000
50713,4,1,108000
71187,4,1,108000
8431,4,1,108000
100768,4,1,108000
6849,4,1,108000
51188,4,1,108000
30738,4,1,108000
21622,4,1,108000
116675,4,1,108000
93522,4,1,108000
125135,4,1,108000
50358,4,1,108000
50651,4,1,108000
97005,4,1,108000
122827,4,1,108000
156953,4,1,108000
39326,4,1,108000
43365,4,1,108000
133979,4,1,108000
8951,4,1,108000
71960,4,1,108000
19619,4,1,108000
24128,4,1,108000
135716,4,1,108000
40953,4,1,108000
47878,4,1,108000
33210,4,1,108000
3004,4,1,108000
127217,4,1,108000
22512,4,1,108000
119814,4,1,108000
154091,4,1,108000
4066,4,1,108000
122595,4,1,108000
20701,4,1,108000
48747,4,1,108000
131042,4,1,108000
129134,4,1,108000
102471,4,1,108000
97288,4,1,108000
103476,4,1,108000
4127,4,1,108000
80495,4,1,108000
105479,4,1,108000
36629,4,1,108000
12039,4,1,108000
134311,4,1,108000
137935,4,1,108000
84071,4,1,108000
131546,4,1,108000
91662,4,1,108000
56052,4,1,108000
35829,4,1,108000
43708,4,1,108000
145154,4,1,108000
156616,4,1,108000
22599,4,1,108000
77430,4,1,108000
35706,4,1,108000
104337,4,1,108000
20907,4,1,108000
88687,4,1,108000
36843,4,1,108000
154256,4,1,108000
116583,4,1,108000
19599,4,1,108000
98575,4,1,108000
137935,4,1,108000
96651,4,1,108000
145081,4,1,108000
10737,4,1,108000
77681,4,1,108000
103625,4,1,108000
24192,4,1,108000
95458,4,1,108000
84836,4,1,108000
107116,4,1,108000
103621,4,1,108000
54704,4,1,108000
100788,4,1,108000
53402,4,1,108000
18476,4,1,108000
154470,4,1,108000
46193,4,1,108000
100383,4,1,108000
19193,4,1,108000
70412,4,1,108000
49115,4,1,108000
92567,4,1,108000
80442,4,1,108000
122006,4,1,108000
57648,4,1,108000
68589,4,1,108000
95958,4,1,108000
135222,4,1,108000
18047,4,1,108000
13581,4,1,108000
53240,4,1,108000
39122,4,1,108000
79373,4,1,108000
18454,4,1,108000
92345,4,1,108000
134140,4,1,108000
151910,4,1,108000
37961,4,1,108000
59619,4,1,108000
27347,4,1,108000
18483,4,1,108000
118395,4,1,108000
47466,4,1,108000
59068,4,1,108000
59068,4,1,108000
98106,4,1,108000
24954,4,1,108000
104337,4,1,108000
5636,4,1,108000
30524,4,1,108000
53631,4,1,108000
11023,4,1,108000
15155,4,1,108000
2347,4,1,108000
82996,4,1,108000
100497,4,1,108000
22207,4,1,108000
95958,4,1,108000
29756,4,1,108000
145821,4,1,108000
89696,4,1,108000
92938,4,1,108000
115164,4,1,108000
122841,4,1,108000
53631,4,1,108000
146842,4,1,108000
101696,4,1,108000
102481,4,1,108000
74651,4,1,108000
63664,4,1,108000
129932,4,1,108000
43982,4,1,108000
121726,4,1,108000
16554,4,1,108000
52955,4,1,108000
20304,4,1,108000
25082,4,1,108000
47063,4,1,108000
106519,4,1,108000
123143,4,1,108000
131120,4,1,108000
52793,4,1,108000
122841,4,1,108000
104995,4,1,108000
53242,4,1,108000
107622,4,1,108000
99614,4,1,108000
105155,4,1,108000
113900,4,1,108000
36749,4,1,108000
4036,4,1,108000
33599,4,1,108000
113648,4,1,108000
29130,4,1,108000
113646,4,1,108000
57737,4,1,108000
15055,4,1,108000
118517,4,1,108000
116083,4,1,108000
93790,4,1,108000
77673,4,1,108000
51606,4,1,108000
57279,4,1,108000
17825,4,1,108000
61696,4,1,108000
76266,4,1,108000
114877,4,1,108000
18524,4,1,108000
74013,4,1,108000
29793,4,1,108000
122376,4,1,108000
4399,4,1,108000
131292,4,1,108000
42529,4,1,108000
81733,4,1,108000
6849,4,1,108000
145797,4,1,108000
134877,4,1,108000
84635,4,1,108000
132950,4,1,108000
40249,4,1,108000
143562,4,1,108000
20293,4,1,108000
106078,4,1,108000
83456,4,1,108000
2603,4,1,108000
48482,4,1,108000
137935,4,1,108000
8951,4,1,108000
87299,4,1,108000
54822,4,1,108000
158930,4,1,108000
98065,4,1,108000
8887,4,1,108000
104337,4,1,108000
27485,4,1,108000
124075,4,1,108000
7300,4,1,108000
37278,4,1,108000
136725,4,1,108000
28383,4,1,108000
84105,4,1,108000
128452,4,1,108000
30524,4,1,108000
87396,4,1,108000
16193,4,1,108000
105213,4,1,108000
17881,4,1,108000
54236,4,1,108000
9077,4,1,108000
155599,4,1,108000
41951,4,1,108000
56264,4,1,108000
94197,4,1,108000
35217,4,1,108000
89555,4,1,108000
134604,4,1,108000
57648,4,1,108000
30524,4,1,108000
125775,4,1,108000
131785,4,1,108000
51396,4,1,108000
106321,4,1,108000
404,4,1,108000
67697,4,1,108000
39168,4,1,108000
125604,4,1,108000
254,4,1,108000
63774,4,1,108000
45941,4,1,108000
125649,4,1,108000
84537,4,1,108000
118547,4,1,108000
3961,4,1,108000
44297,4,1,108000
17263,4,1,108000
25769,4,1,108000
2990,4,1,108000
83637,4,1,108000
83059,4,1,108000
4967,4,1,108000
7307,4,1,108000
137685,4,1,108000
42650,4,1,108000
105313,4,1,108000
137935,4,1,108000
129992,4,1,108000
65380,4,1,108000
70134,4,1,108000
159099,4,1,108000
68519,4,1,108000
65943,4,1,108000
140018,4,1,108000
99406,4,1,108000
36103,4,1,108000
114023,4,1,108000
46253,4,1,108000
3581,4,1,108000
141221,4,1,108000
143716,4,1,108000
149337,4,1,108000
105630,4,1,108000
61383,4,1,108000
34025,4,1,108000
135708,4,1,108000
147458,4,1,108000
113327,4,1,108000
83289,4,1,108000
27442,4,1,108000
14909,4,1,108000
138243,4,1,108000
105249,4,1,108000
95599,4,1,108000
115663,4,1,108000
102511,4,1,108000
61405,4,1,108000
136056,4,1,108000
140996,4,1,108000
66081,4,1,108000
25013,4,1,108000
23137,4,1,108000
60151,4,1,108000
120559,4,1,108000
106078,4,1,108000
134544,4,1,108000
119489,4,1,108000
34290,4,1,108000
15055,4,1,108000
116019,4,1,108000
31679,4,1,108000
119571,4,1,108000
78898,4,1,108000
107717,4,1,108000
90181,4,1,108000
78015,4,1,108000
109331,4,1,108000
46193,4,1,108000
113644,4,1,108000
5361,4,1,108000
43687,4,1,108000
22381,4,1,108000
2122,4,1,108000
154470,4,1,108000
92940,4,1,108000
41971,4,1,108000
111585,4,1,108000
74077,4,1,108000
129357,4,1,108000
136711,4,1,108000
43443,4,1,108000
55725,4,1,108000
8951,4,1,108000
154406,4,1,108000
2153,4,1,108000
24887,4,1,108000
154142,4,1,108000
119778,4,1,108000
11302,4,1,108000
89108,4,1,108000
101945,4,1,108000
148197,4,1,108000
16127,4,1,108000
113277,4,1,108000
121870,4,1,108000
2807,4,1,108000
116457,4,1,108000
27588,4,1,108000
112451,4,1,108000
74875,4,1,108000
103610,4,1,108000
57279,4,1,108000
95282,4,1,108000
93954,4,1,108000
29912,4,1,108000
121202,4,1,108000
91678,4,1,108000
59619,4,1,108000
3559,4,1,108000
8162,4,1,108000
105847,4,1,108000
57279,4,1,108000
46193,4,1,108000
11257,4,1,108000
132910,4,1,108000
1873,4,1,108000
59568,4,1,108000
18875,4,1,108000
59786,4,1,108000
53406,4,1,108000
2780,4,1,108000
23579,4,1,108000
3431,4,1,108000
57279,4,1,108000
139173,4,1,108000
40731,4,1,108000
79299,4,1,108000
151659,4,1,108000
127127,4,1,108000
84071,4,1,108000
122843,4,1,108000
98838,4,1,108000
3569,4,1,108000
69370,4,1,108000
96305,4,1,108000
96175,4,1,108000
67295,4,1,108000
129062,4,1,108000
98208,4,1,108000
90022,4,1,108000
33605,4,1,108000
99152,4,1,108000
105630,4,1,108000
10141,4,1,108000
50892,4,1,108000
107124,4,1,108000
61333,4,1,108000
86128,4,1,108000
93198,4,1,108000
134109,4,1,108000
107298,4,1,108000
60151,4,1,108000
122175,4,1,108000
135218,4,1,108000
160110,4,1,108000
50821,4,1,108000
122056,4,1,108000
64911,4,1,108000
97886,4,1,108000
115953,4,1,108000
18534,4,1,108000
57623,4,1,108000
133902,4,1,108000
34458,4,1,108000
60712,4,1,108000
120487,4,1,108000
18422,4,1,108000
129220,4,1,108000
61871,4,1,108000
137727,4,1,108000
57279,4,1,108000
155588,4,1,108000
68862,4,1,108000
54681,4,1,108000
55725,4,1,108000
132627,4,1,108000
152484,4,1,108000
64234,4,1,108000
61333,4,1,108000
118395,4,1,108000
9031,4,1,108000
30855,4,1,108000
70285,4,1,108000
112308,4,1,108000
84973,4,1,108000
23232,4,1,108000
9292,4,1,108000
96555,4,1,108000
23006,4,1,108000
67440,4,1,108000
114146,4,1,108000
84239,4,1,108000
158854,4,1,108000
18281,4,1,108000
140998,4,1,108000
104105,4,1,108000
153492,4,1,108000
133354,4,1,108000
39110,4,1,108000
69104,4,1,108000
120171,4,1,108000
84230,4,1,108000
71187,4,1,108000
158844,4,1,108000
145413,4,1,108000
67440,4,1,108000
65859,4,1,108000
57279,4,1,108000
66923,4,1,108000
138320,4,1,108000
82969,4,1,108000
51533,4,1,108000
59068,4,1,108000
107394,4,1,108000
116083,4,1,108000
96937,4,1,108000
87043,4,1,108000
60292,4,1,108000
65440,4,1,108000
120595,4,1,108000
1568,4,1,108000
107592,4,1,108000
134819,4,1,108000
35877,4,1,108000
57652,4,1,108000
35716,4,1,108000
25868,4,1,108000
12164,4,1,108000
120289,4,1,108000
19927,4,1,108000
33942,4,1,108000
56913,4,1,108000
131727,4,1,108000
95958,4,1,108000
73870,4,1,108000
101892,4,1,108000
76912,4,1,108000
56482,4,1,108000
1014,4,1,108000
96274,4,1,108000
52694,4,1,108000
7252,4,1,108000
160645,4,1,108000
111708,4,1,108000
59019,4,1,108000
9031,4,1,108000
86988,4,1,108000
122627,4,1,108000
27590,4,1,108000
29130,4,1,108000
60151,4,1,108000
50997,4,1,108000
15055,4,1,108000
112787,4,1,108000
60292,4,1,108000
115951,4,1,108000
19376,4,1,108000
154313,4,1,108000
126206,4,1,108000
46193,4,1,108000
125139,4,1,108000
145741,4,1,108000
15055,4,1,108000
138824,4,1,108000
100660,4,1,108000
17905,4,1,108000
15906,4,1,108000
56724,4,1,108000
123683,4,1,108000
1395,4,1,108000
17113,4,1,108000
148426,4,1,108000
100244,4,1,108000
34449,4,1,108000
73870,4,1,108000
57279,4,1,108000
132725,4,1,108000
76835,4,1,108000
59556,4,1,108000
111719,4,1,108000
69204,4,1,108000
46193,4,1,108000
82358,4,1,108000
69637,4,1,108000
77673,4,1,108000
78887,4,1,108000
146356,4,1,108000
96342,4,1,108000
6651,4,1,108000
103314,4,1,108000
7632,4,1,108000
12149,4,1,108000
92032,4,1,108000
73917,4,1,108000
70211,4,1,108000
26181,4,1,108000
106831,4,1,108000
15012,4,1,108000
98653,4,1,108000
81729,4,1,108000
147583,4,1,108000
57956,4,1,108000
122595,4,1,108000
29130,4,1,108000
77781,4,1,108000
59068,4,1,108000
70780,4,1,108000
71187,4,1,108000
159931,4,1,108000
11686,4,1,108000
103629,4,1,108000
82998,4,1,108000
139861,4,1,108000
11655,4,1,108000
142231,4,1,108000
118848,4,1,108000
62485,4,1,108000
136390,4,1,108000
37654,4,1,108000
68663,4,1,108000
79713,4,1,108000
154899,4,1,108000
116886,4,1,108000
55698,4,1,108000
118545,4,1,108000
109228,4,1,108000
119778,4,1,108000
62435,4,1,108000
151314,4,1,108000
125649,4,1,108000
28696,4,1,108000
28199,4,1,108000
34035,4,1,108000
19149,4,1,108000
56395,4,1,108000
83156,4,1,108000
75345,4,1,108000
9348,4,1,108000
7300,4,1,108000
83621,4,1,108000
3939,4,1,108000
60393,4,1,108000
59614,4,1,108000
52536,4,1,108000
119430,4,1,108000
65634,4,1,108000
125780,4,1,108000
66287,4,1,108000
54473,4,1,108000
9311,4,1,108000
64796,4,1,108000
74808,4,1,108000
160209,4,1,108000
122156,4,1,108000
45845,4,1,108000
23665,4,1,108000
133490,4,1,108000
146398,4,1,108000
22207,4,1,108000
91079,4,1,108000
131016,4,1,108000
8951,4,1,108000
77945,4,1,108000
102481,4,1,108000
74838,4,1,108000
143985,4,1,108000
79709,4,1,108000
95657,4,1,108000
59068,4,1,108000
57279,4,1,108000
121610,4,1,108000
17967,4,1,108000
89308,4,1,108000
12682,4,1,108000
160133,4,1,108000
53673,4,1,108000
51755,4,1,108000
80495,4,1,108000
125429,4,1,108000
53362,4,1,108000
22779,4,1,108000
141735,4,1,108000
1590,4,1,108000
125649,4,1,108000
96610,4,1,108000
11334,4,1,108000
47061,4,1,108000
138371,4,1,108000
117264,4,1,108000
132574,4,1,108000
86988,4,1,108000
130034,4,1,108000
149137,4,1,108000
22599,4,1,108000
8203,4,1,108000
72421,4,1,108000
95215,4,1,108000
15359,4,1,108000
105575,4,1,108000
66711,4,1,108000
146364,4,1,108000
46193,4,1,108000
116890,4,1,108000
104786,4,1,108000
97873,4,1,108000
17859,4,1,108000
113050,4,1,108000
74025,4,1,108000
139830,4,1,108000
142131,4,1,108000
86436,4,1,108000
109009,4,1,108000
33465,4,1,108000
45965,4,1,108000
14965,4,1,108000
20907,4,1,108000
142668,4,1,108000
19649,4,1,108000
114023,4,1,108000
102908,4,1,108000
146318,4,1,108000
50256,4,1,108000
116,4,1,108000
155528,4,1,108000
124864,4,1,108000
57648,4,1,108000
81834,4,1,108000
109163,4,1,108000
93934,4,1,108000
120537,4,1,108000
140127,4,1,108000
2171,4,1,108000
46858,4,1,108000
15793,4,1,108000
6225,4,1,108000
115222,4,1,108000
32987,4,1,108000
135214,4,1,108000
130868,4,1,108000
130124,4,1,108000
125649,4,1,108000
71283,4,1,108000
96687,4,1,108000
37654,4,1,108000
111678,4,1,108000
60151,4,1,108000
61932,4,1,108000
16125,4,1,108000
83861,4,1,108000
18512,4,1,108000
21941,4,1,108000
97443,4,1,108000
38672,4,1,108000
19021,4,1,108000
54904,4,1,108000
84071,4,1,108000
39935,4,1,108000
150761,4,1,108000
39264,4,1,108000
137935,4,1,108000
46004,4,1,108000
59619,4,1,108000
89988,4,1,108000
113648,4,1,108000
28029,4,1,108000
78921,4,1,108000
151798,4,1,108000
115076,4,1,108000
66557,4,1,108000
98305,4,1,108000
70217,4,1,108000
35230,4,1,108000
143110,4,1,108000
129379,4,1,108000
90019,4,1,108000
143301,4,1,108000
5082,4,1,108000
126484,4,1,108000
124193,4,1,108000
57517,4,1,108000
24787,4,1,108000
25937,4,1,108000
62169,4,1,108000
33216,4,1,108000
15055,4,1,108000
131496,4,1,108000
55605,4,1,108000
114326,4,1,108000
10420,4,1,108000
122376,4,1,108000
85175,4,1,108000
148373,4,1,108000
114165,4,1,108000
151587,4,1,108000
123073,4,1,108000
146364,4,1,108000
17317,4,1,108000
74013,4,1,108000
107659,4,1,108000
135204,4,1,108000
52989,4,1,108000
107307,4,1,108000
28259,4,1,108000
53948,4,1,108000
154011,4,1,108000
18197,4,1,108000
98924,4,1,108000
11334,4,1,108000
29854,4,1,108000
132339,4,1,108000
119072,4,1,108000
69370,4,1,108000
97460,4,1,108000
119666,4,1,108000
152352,4,1,108000
104741,4,1,108000
140324,4,1,108000
126198,4,1,108000
7252,4,1,108000
32630,4,1,108000
32792,4,1,108000
57517,4,1,108000
59068,4,1,108000
138405,4,1,108000
125649,4,1,108000
134126,4,1,108000
5945,4,1,108000
20927,4,1,108000
17539,4,1,108000
117218,4,1,108000
136516,4,1,108000
137501,4,1,108000
94079,4,1,108000
88798,4,1,108000
5850,4,1,108000
47960,4,1,108000
125780,4,1,108000
130020,4,1,108000
118296,4,1,108000
54142,4,1,108000
79163,4,1,108000
134548,4,1,108000
104337,4,1,108000
3961,4,1,108000
43834,4,1,108000
84168,4,1,108000
62808,4,1,108000
23665,4,1,108000
88458,4,1,108000
65410,4,1,108000
124272,4,1,108000
142613,4,1,108000
100768,4,1,108000
66722,4,1,108000
965,4,1,108000
24267,4,1,108000
73704,4,1,108000
118513,4,1,108000
143872,4,1,108000
79907,4,1,108000
72854,4,1,108000
17317,4,1,108000
29584,4,1,108000
149098,4,1,108000
133593,4,1,108000
106452,4,1,108000
96880,4,1,108000
79856,4,1,108000
106078,4,1,108000
8519,4,1,108000
1980,4,1,108000
129062,4,1,108000
34115,4,1,108000
120746,4,1,108000
59068,4,1,108000
109068,4,1,108000
133822,4,1,108000
49624,4,1,108000
15055,4,1,108000
125135,4,1,108000
155678,4,1,108000
25184,4,1,108000
87309,4,1,108000
115951,4,1,108000
41322,4,1,108000
5361,4,1,108000
6704,4,1,108000
86399,4,1,108000
2307,4,1,108000
53168,4,1,108000
114505,4,1,108000
154152,4,1,108000
68129,4,1,108000
134689,4,1,108000
142822,4,1,108000
60314,4,1,108000
105630,4,1,108000
60530,4,1,108000
25876,4,1,108000
6700,4,1,108000
75996,4,1,108000
20907,4,1,108000
153637,4,1,108000
140239,4,1,108000
119778,4,1,108000
7252,4,1,108000
2722,4,1,108000
42705,4,1,108000
9664,4,1,108000
58537,4,1,108000
39110,4,1,108000
130676,4,1,108000
71893,4,1,108000
119298,4,1,108000
126038,4,1,108000
17921,4,1,108000
146367,4,1,108000
151225,4,1,108000
39935,4,1,108000
59614,4,1,108000
43054,4,1,108000
42772,4,1,108000
140675,4,1,108000
91654,4,1,108000
68038,4,1,108000
112344,4,1,108000
104710,4,1,108000
72013,4,1,108000
75996,4,1,108000
140675,4,1,108000
45252,4,1,108000
104107,4,1,108000
72428,4,1,108000
54277,4,1,108000
7307,4,1,108000
103347,4,1,108000
59452,4,1,108000
156071,4,1,108000
100768,4,1,108000
54312,4,1,108000
120353,4,1,108000
46193,4,1,108000
22207,4,1,108000
95844,4,1,108000
3311,4,1,108000
83621,4,1,108000
52837,4,1,108000
122191,4,1,108000
112577,4,1,108000
94035,4,1,108000
86541,4,1,108000
23549,4,1,108000
1280,4,1,108000
158595,4,1,108000
114326,4,1,108000
36745,4,1,108000
95548,4,1,108000
50713,4,1,108000
4271,4,1,108000
5633,4,1,108000
70231,4,1,108000
60913,4,1,108000
60151,4,1,108000
124475,4,1,108000
46821,4,1,108000
79947,4,1,108000
104109,4,1,108000
149675,4,1,108000
129134,4,1,108000
86541,4,1,108000
22226,4,1,108000
153953,4,1,108000
143985,4,1,108000
66525,4,1,108000
139366,4,1,108000
140243,4,1,108000
109390,4,1,108000
71457,4,1,108000
7307,4,1,108000
5661,4,1,108000
30582,4,1,108000
129134,4,1,108000
96941,4,1,108000
113648,4,1,108000
109228,4,1,108000
23549,4,1,108000
1784,4,1,108000
117252,4,1,108000
2722,4,1,108000
96937,4,1,108000
1016,4,1,108000
124417,4,1,108000
