pickup_spot,dropoff_spot,min_dep_time
35538,57691,33161
136038,84759,33166
47623,29760,33169
160582,135034,33173
10410,73009,33174
5375,1467,33174
81680,128162,33179
118395,52530,33188
80201,32813,33188
141658,64310,33191
38785,34785,33192
74671,145620,33192
7848,47039,33196
65162,81195,33199
44073,19254,33201
143181,141860,33201
80252,134375,33205
128132,103015,33205
147223,84345,33207
86655,77392,33210
46843,112179,33210
97707,78623,33214
123338,101824,33215
39826,98653,33220
138891,81564,33220
142423,124812,33225
159156,33706,33232
11088,93019,33238
37340,70792,33239
55961,97445,33242
110141,50633,33252
55214,154442,33252
29510,154615,33254
108226,77142,33255
80323,4260,33256
129225,129687,33262
81351,17741,33263
91311,50665,33265
35686,30758,33266
157932,33189,33269
104139,10854,33271
146072,14406,33279
58765,120310,33288
1361,137526,33293
110333,159420,33294
55202,86150,33295
56407,149414,33295
104256,154394,33298
139620,72009,33301
14112,127709,33303
92172,123156,33306
62397,64009,33307
140096,6677,33309
53818,91256,33315
72056,141357,33317
66295,5994,33317
44136,100829,33319
13507,113299,33320
101582,42779,33324
80999,31717,33325
113277,39943,33326
65237,51836,33335
145361,101127,33336
155612,4884,33336
104392,96833,33346
156452,71960,33348
42876,91477,33349
27017,61397,33351
6651,120232,33353
85279,84507,33353
148679,24783,33355
141126,149408,33359
84178,83694,33365
34840,149383,33366
33729,51165,33367
97767,5439,33369
149855,121888,33376
97352,80214,33378
52143,7068,33378
92121,49340,33381
153068,52453,33382
16772,100414,33383
66820,102791,33384
44524,33153,33385
116742,74916,33385
34641,67840,33386
17456,40434,33387
118296,102570,33397
142888,78623,33399
19268,8531,33402
6443,148050,33411
97914,159059,33414
140255,140210,33414
91530,17442,33419
38263,12977,33423
34748,104226,33433
80353,23228,33437
14892,12162,33439
145365,155926,33439
37666,363,33439
143872,32556,33447
66253,37808,33453
112048,65116,33454
119823,27668,33464
133382,21891,33464
34624,33273,33467
111111,79969,33469
24394,61300,33469
34715,81390,33470
62892,57705,33475
84350,138181,33476
118242,123744,33477
113630,20530,33477
81274,9923,33479
152263,144768,33485
58509,114715,33487
58509,25398,33487
145734,21671,33488
145164,24715,33494
147406,18170,33498
102362,46932,33503
36516,62908,33505
38014,138540,33505
1243,103135,33506
152026,47623,33507
38852,91256,33508
69758,27353,33508
60488,69756,33511
122958,111801,33513
16071,20676,33514
51708,179,33522
53858,1143,33522
35946,53825,33526
20589,149700,33534
62727,140127,33534
116742,119577,33537
125543,100011,33539
62247,154254,33540
129301,109288,33540
149730,46273,33540
147397,48406,33540
66287,140977,33545
101955,732,33550
119526,125810,33551
140879,65450,33552
116681,113990,33553
106405,121236,33556
96937,35322,33565
61443,58219,33568
77447,149700,33569
144144,138798,33569
8596,74314,33570
127694,121328,33574
7840,115398,33574
27172,140261,33575
134285,97676,33577
23548,93246,33578
68696,72798,33580
131854,74784,33581
32330,58700,33581
133032,143207,33582
91461,149408,33584
158455,95070,33586
79239,35121,33594
117129,101822,33595
137677,74122,33596
44743,119524,33597
158377,105197,33597
36908,518,33598
34678,19948,33604
117682,118283,33606
57137,52453,33608
159124,93619,33609
126574,37177,33610
37409,112325,33610
156346,148477,33612
118196,8648,33620
72560,155132,33624
44796,92359,33627
106159,16121,33629
42326,56116,33635
149700,134740,33640
65162,81229,33643
88716,25705,33644
104638,85775,33659
33515,62615,33664
75678,132423,33670
4035,94605,33674
58509,126490,33676
80132,23587,33676
148551,91570,33678
126295,132421,33683
7408,128965,33692
134268,126450,33693
80799,145340,33698
67824,23070,33708
85507,36040,33708
111182,86316,33708
128620,2638,33712
26834,129134,33715
64646,92938,33716
59037,53089,33719
120357,67076,33719
139623,1748,33729
63774,67250,33730
19948,55696,33732
21357,148272,33737
95974,109646,33745
88708,64482,33746
159975,3170,33748
76459,117317,33756
18873,73875,33761
81146,5505,33762
144389,140973,33764
25860,70822,33765
73111,41491,33768
530,15290,33768
9929,23545,33770
68126,76149,33773
67375,133844,33783
40130,18159,33783
47215,145165,33785
33205,6919,33786
123822,153225,33787
125,88958,33787
97626,85509,33789
139151,141446,33790
20639,79020,33795
19270,95213,33797
123909,5881,33802
93045,4925,33804
68422,21977,33811
38685,75649,33812
51518,27574,33815
104826,104041,33819
91256,50655,33826
77323,60863,33826
30292,82042,33828
82205,28850,33834
119750,156461,33845
26214,80260,33848
96671,15595,33850
61422,119989,33853
118300,62374,33855
8920,52993,33859
7902,12269,33871
38847,22151,33879
54342,28117,33882
105831,16947,33882
141351,53344,33882
149730,154406,33884
81725,92042,33885
53736,138887,33887
43637,68842,33891
47730,98313,33893
104414,137969,33896
69502,73358,33899
155770,5951,33900
22550,1542,33901
73398,149408,33903
135046,80480,33909
70217,122207,33910
98371,46630,33920
122618,33003,33925
135610,2482,33925
149880,156549,33926
50395,60338,33933
122327,18032,33957
141328,137846,33958
24539,157735,33960
141516,21151,33964
114776,48372,33970
64413,107639,33972
16149,23236,33974
113321,135959,33975
126362,23419,33976
12410,93659,33978
140980,71076,33980
154496,642,33980
138901,140906,33981
3297,84988,33982
112154,77413,33986
1590,155461,33988
108673,149385,33989
142082,136804,33990
95400,104980,33996
38741,96331,33996
128132,126712,33997
29606,155266,34000
92695,152477,34002
114037,125437,34009
13507,1219,34010
47177,25006,34010
138441,147499,34011
155938,8831,34014
119760,154267,34017
141860,81547,34018
117001,56570,34020
58777,30769,34024
30918,91523,34030
104169,89292,34040
153347,40130,34048
3209,142706,34054
40253,135128,34056
115793,83969,34056
38983,117786,34058
151606,45826,34058
8238,118809,34060
30651,24898,34060
32806,110846,34064
77388,102819,34065
125780,71187,34067
27038,50580,34072
124262,51788,34073
42174,130016,34073
80995,130289,34074
37165,55202,34076
109646,141868,34076
144176,158238,34085
155721,11878,34087
38670,5865,34087
131107,22075,34090
85605,85574,34093
108348,36724,34093
147193,147536,34094
53474,5359,34095
26272,26289,34097
146042,54338,34097
19231,89982,34098
2270,145993,34102
80038,25703,34105
17921,132511,34118
132474,19027,34118
100517,155468,34120
54339,60896,34121
41392,58423,34123
72949,104049,34126
22502,58509,34127
78521,152739,34132
120413,48025,34132
129842,85773,34134
65314,59764,34139
12401,91355,34140
130075,42067,34140
75183,49879,34144
147667,30135,34145
5545,86575,34147
97143,12611,34148
154456,28000,34149
7882,38797,34156
72943,45578,34157
84635,103320,34158
38331,91694,34164
122527,37303,34167
63539,58991,34173
23014,135856,34173
108241,36670,34184
3776,11940,34186
77142,89116,34187
116386,135343,34187
127709,16069,34192
122102,128202,34203
82429,11907,34205
28129,154534,34214
732,35276,34216
55214,88938,34216
87702,21798,34216
135720,110408,34219
120900,68106,34238
140582,24322,34239
4508,119832,34241
65162,144387,34243
152494,2867,34245
83542,137759,34245
65366,142010,34250
141935,81486,34253
20847,143987,34254
107657,108407,34260
45302,158240,34267
35019,67527,34272
132170,120537,34281
149857,122136,34288
22014,107473,34290
49431,78623,34295
11590,98145,34295
90381,61926,34301
123151,107785,34308
50615,145618,34309
112031,17069,34311
99239,43631,34317
33189,39947,34318
43122,149341,34319
52744,64474,34319
63419,91983,34319
144134,56838,34323
60338,138887,34332
117788,52072,34339
41215,2981,34355
99559,77392,34359
59051,57124,34361
117065,23693,34361
103203,120964,34363
156346,24585,34366
74549,116987,34366
74647,96101,34373
12682,158524,34379
73875,147158,34380
149333,79691,34381
5644,33556,34385
52591,159426,34390
51469,14951,34394
79229,110428,34399
120021,102064,34404
148933,126898,34411
128554,12384,34411
22011,20697,34412
56852,128332,34413
38977,125185,34413
22607,96155,34419
57246,109249,34420
160842,80416,34431
46130,142705,34433
125495,134268,34434
66865,142964,34440
55231,109433,34443
48779,94079,34443
146887,125782,34444
66981,153225,34447
61158,75788,34448
108344,14700,34453
151524,110402,34453
34618,130938,34463
104357,70058,34476
100676,67272,34476
51645,147172,34487
119272,83418,34493
85616,129687,34495
148028,99416,34497
60896,64652,34502
16887,334,34505
363,93265,34507
97358,133551,34510
36696,151587,34530
107983,157455,34534
35462,143092,34543
112343,11897,34546
63662,67343,34546
24691,43269,34550
111182,154686,34562
9459,36429,34565
58772,76077,34567
913,147426,34574
98653,67351,34574
98634,104673,34576
149408,92164,34579
12249,8690,34581
20543,57208,34589
91692,150630,34589
80134,63664,34592
20233,148050,34598
86656,45174,34602
79750,151225,34607
143284,33731,34609
27815,66865,34610
9430,8138,34613
131346,16051,34621
142962,14915,34623
9923,138523,34625
85242,121066,34626
73314,115887,34649
81159,82498,34651
122556,77469,34657
53362,47623,34659
102700,89238,34663
125767,62395,34667
61399,66859,34676
22170,97767,34677
16151,14580,34684
35686,35900,34684
15745,122770,34686
58504,123839,34697
139414,91528,34699
23368,107785,34703
78908,87149,34704
15076,36462,34706
71781,26649,34707
153810,57988,34713
129134,142395,34717
22468,79949,34720
121816,129975,34725
73191,118777,34728
35704,142272,34734
75384,132399,34736
33153,44524,34737
38654,18872,34738
147562,105756,34742
113042,143746,34742
148549,112279,34752
116144,99580,34757
15469,2119,34759
60624,30069,34760
159517,17069,34761
110333,47432,34764
58509,709,34765
58509,96728,34765
113713,63618,34768
140210,45066,34768
153853,28297,34769
123338,98318,34772
156203,101790,34773
159608,78952,34774
91805,24883,34777
118582,19163,34779
62850,159853,34780
35548,74846,34782
622,8192,34783
34681,35336,34787
16151,133392,34790
137467,153843,34799
141078,37553,34799
47091,112156,34804
17874,134548,34812
108470,130499,34814
118215,110089,34818
124226,103886,34822
2882,128852,34824
38263,156757,34827
61926,154923,34830
139049,71387,34830
87452,16058,34836
80049,147536,34837
32813,80201,34839
137466,46736,34850
92359,92357,34851
140527,129303,34854
146842,112653,34855
37095,122538,34863
3327,159224,34868
72456,85386,34869
142764,20656,34869
101824,106203,34870
19008,52999,34872
34272,134519,34875
122186,18153,34888
61513,60338,34888
43502,84757,34897
38353,22170,34902
18540,129216,34907
134375,134819,34910
13004,17047,34912
142084,103576,34914
30355,114022,34916
100428,90192,34917
140973,49626,34920
11571,159799,34922
107307,27674,34925
147645,26376,34925
72951,105756,34931
3211,32790,34940
61447,138351,34943
22746,119778,34945
47286,30514,34947
120232,6651,34952
24783,105746,34954
154041,34764,34957
91317,91050,34965
25856,19629,34967
34785,34620,34973
61682,16856,34976
119706,52528,34977
32946,126230,34978
146050,25570,34981
36665,107400,34989
3598,30775,34989
26879,17967,34992
79200,113345,34999
138920,105163,35001
17677,33478,35002
113146,44112,35008
27616,81980,35010
89292,14305,35013
145702,124289,35017
92164,11449,35018
15460,53732,35021
34458,77154,35021
130654,89904,35026
146241,86054,35030
145372,25623,35038
141400,109392,35041
42648,22067,35048
82985,156534,35055
50633,28556,35057
16368,60286,35057
72176,87365,35061
154615,79229,35074
44746,35861,35076
112419,86899,35080
126450,35578,35088
136549,96878,35099
49431,37344,35101
23545,91688,35106
24585,34659,35109
151393,22597,35117
108156,154486,35121
35869,129714,35127
732,93612,35128
142027,155932,35132
69144,145102,35136
54856,94866,35139
15460,33113,35141
101790,137996,35143
16883,78736,35151
44670,74724,35155
123829,133631,35157
7864,123110,35159
29500,140982,35159
55228,97166,35160
18633,160494,35161
81425,732,35171
5759,17207,35171
93270,38263,35171
144158,120573,35176
35690,140186,35177
33526,64579,35178
110518,151548,35180
6242,113621,35180
3521,35205,35183
148132,2284,35186
1641,23504,35189
104226,69885,35195
12162,14892,35197
19625,97368,35202
128652,158238,35205
17456,55285,35205
114069,2954,35205
96777,145687,35206
30256,146619,35207
45756,72374,35210
1714,146768,35213
129133,43583,35214
2482,23613,35219
83955,732,35223
29604,5122,35223
160822,96085,35225
35193,449,35231
10535,33951,35243
72961,64556,35244
28265,33539,35246
141420,76916,35254
149383,2596,35259
37494,152328,35260
87220,138908,35269
110181,153171,35275
122736,128547,35282
126565,123808,35291
113222,154727,35298
156271,54535,35300
104885,14919,35303
42067,69889,35306
147052,87628,35307
39194,105235,35312
94275,133877,35318
112401,147059,35325
114776,86090,35326
105915,124081,35328
147426,5582,35329
154408,55366,35338
48905,56826,35343
11573,90069,35343
71555,98596,35343
86316,111182,35345
121597,133098,35349
48091,141408,35352
17866,70826,35352
20546,26266,35356
24740,34458,35359
135856,23012,35362
40614,57912,35368
148172,96630,35369
80394,112901,35371
82486,153957,35373
154466,66685,35373
143297,123909,35375
83243,19384,35375
6919,33205,35381
16965,158345,35381
135759,92916,35383
114148,80094,35385
139453,35688,35390
141329,46644,35392
26214,3622,35394
88994,125404,35403
137668,145413,35412
106181,14251,35412
107539,157919,35412
743,141974,35414
128202,145313,35418
107292,69196,35420
27932,64613,35421
124719,85159,35431
156001,90526,35437
149030,61117,35438
19386,130425,35445
20357,155345,35445
128332,56852,35446
98776,72632,35446
76260,32494,35448
52737,154607,35449
77011,90416,35456
144389,20645,35456
121236,63778,35457
76806,32157,35457
90354,62247,35463
135283,94570,35469
125901,120553,35471
61449,142272,35474
55225,18030,35483
57705,158343,35493
107783,86648,35494
53421,37185,35497
30651,88415,35497
148970,37610,35500
19254,70202,35502
91050,67950,35503
27602,10218,35507
37252,49196,35510
14760,141874,35512
132108,120009,35516
20845,156787,35524
132178,68694,35529
100011,27727,35530
68103,24738,35531
27674,156928,35533
84511,22424,35536
1949,152884,35537
100468,90007,35537
78367,120567,35546
122770,92545,35549
78976,72103,35551
86272,77880,35553
76260,21624,35553
106015,147027,35558
157398,105000,35559
65510,84971,35561
144158,107626,35568
142395,151587,35570
89836,79545,35573
9660,59614,35578
144811,86322,35579
57988,135122,35582
27948,8596,35586
111520,61449,35586
9929,23548,35587
70066,83813,35588
104254,35045,35590
131581,1353,35590
88618,138653,35591
107657,39275,35604
22774,136969,35604
56116,20304,35607
13192,116427,35610
120537,120852,35615
107930,73589,35621
45094,76305,35626
87365,87918,35627
115990,59556,35637
16370,122318,35637
50838,95621,35638
160321,18281,35640
123156,98106,35650
61164,93842,35653
142762,35690,35653
104673,115143,35654
121619,120523,35655
144845,26141,35656
142330,119522,35659
159156,35948,35664
104041,2167,35666
70035,100011,35676
50494,112005,35679
75848,2778,35683
27353,16815,35697
136876,109562,35698
54338,23608,35703
100692,154298,35705
39947,33189,35707
153225,123822,35712
5015,141872,35713
84326,39292,35715
158240,92325,35719
45363,36129,35723
106002,64277,35723
152410,158546,35725
108224,8164,35727
137526,97106,35731
45684,108080,35737
11288,134673,35737
27574,106692,35740
91477,44030,35742
36771,101478,35745
64999,31995,35747
133428,58677,35749
157987,80326,35759
148176,46823,35760
132511,135800,35769
49856,24785,35774
158322,96346,35777
100531,19153,35781
80416,85551,35781
22398,49965,35782
90229,149408,35783
117951,154952,35785
109288,151999,35787
98376,35495,35789
126617,79988,35790
154611,140712,35793
65504,126759,35794
58700,32330,35794
32825,87952,35807
7068,155061,35807
116485,82313,35808
119374,42025,35808
54868,91754,35826
104786,42703,35827
135180,156904,35828
148272,21357,35829
10229,147536,35829
29937,133992,35836
37843,90760,35839
2577,105756,35847
30049,115036,35849
24783,24757,35856
141418,76899,35858
42032,123039,35864
156414,1592,35869
50765,81005,35871
42015,41886,35872
12401,42073,35884
40901,30355,35887
149414,158238,35888
72798,68696,35893
8531,19268,35899
16883,128860,35909
51915,62609,35917
35144,77379,35918
22075,131107,35922
109249,5650,35926
144999,124790,35927
78623,11257,35928
124223,132431,35935
91241,17296,35944
24695,75183,35945
103215,28378,35954
35025,63618,35958
111478,147536,35961
52305,104337,35969
120068,70279,35970
35684,37157,35970
35812,37635,35970
129088,138953,35971
50639,81022,35973
10338,138542,35980
135380,104105,35990
31608,10422,35999
35900,35378,36001
70822,70802,36001
135554,23601,36002
147519,23778,36009
45826,151606,36009
122851,122298,36010
37153,147525,36011
56957,58844,36016
107512,24445,36016
42917,57305,36017
2778,66919,36019
16886,105963,36020
18324,141418,36022
87319,51418,36022
140906,138901,36023
119549,92136,36025
38263,13531,36027
17444,154335,36029
125185,28177,36029
121999,159851,36031
141232,100410,36042
151930,1386,36043
50927,155628,36048
129133,118582,36050
85981,17289,36052
56352,156805,36052
141408,67880,36055
5994,158238,36057
18376,117607,36057
147082,53071,36070
160630,6822,36078
54287,11090,36078
147547,141195,36079
26456,94310,36079
112892,154454,36080
132518,91788,36080
120142,2041,36084
1386,66090,36086
123805,106863,36089
3327,128814,36092
73339,16147,36092
51396,123677,36097
104699,28012,36108
41884,111288,36112
107400,36665,36115
51175,156745,36116
135087,52631,36121
118196,31952,36125
92357,147059,36128
34715,30920,36134
146330,33929,36137
123744,118997,36138
20697,22000,36144
134503,154988,36154
147499,134550,36155
78351,47414,36157
150912,92221,36158
93930,135944,36158
57120,128061,36158
41266,92190,36164
96229,115218,36165
81812,10079,36167
117317,4123,36168
91975,74985,36171
87647,17184,36173
137327,135281,36185
58458,4365,36187
47469,2094,36189
91619,93621,36193
38675,92426,36195
61747,62098,36198
28187,119823,36199
120068,66044,36210
126230,32946,36212
21458,25497,36215
42451,11517,36221
24398,87334,36226
70494,104168,36226
78747,61645,36229
77469,149969,36230
125404,68853,36243
90526,22992,36249
33220,72580,36259
72902,35095,36262
33770,113756,36263
51155,7193,36264
75499,105539,36266
134656,91741,36266
133877,66923,36268
133945,30680,36271
72206,79947,36271
73179,86767,36272
148865,140096,36276
138824,4931,36276
141246,91558,36281
96027,114866,36285
92938,35879,36285
136804,142082,36290
1641,151533,36291
87590,91477,36293
49843,5492,36293
2867,74395,36293
43631,131102,36299
57468,120109,36301
4759,53109,36304
17039,129038,36307
94866,116910,36315
120567,117317,36322
149457,135868,36324
110492,86551,36326
15159,115582,36329
87149,92662,36333
158930,146269,36335
68842,47469,36335
33189,157932,36337
83041,95597,36339
113896,130545,36344
45764,30079,36345
14705,143085,36351
98596,53955,36361
59276,122316,36369
148865,135084,36373
23684,116767,36375
28720,19614,36381
79598,124491,36392
70038,36631,36392
14951,35462,36394
145505,44224,36394
124968,48298,36395
41419,36745,36402
122515,138310,36408
56677,48973,36410
136376,140705,36410
8690,81050,36414
71639,36282,36425
123266,150888,36428
132382,81059,36434
98790,108502,36437
113630,7997,36439
24757,11076,36443
105211,27744,36451
34035,29540,36452
137683,130696,36455
125276,53598,36460
129004,53071,36466
87396,70058,36466
139426,155346,36468
27465,133844,36471
18078,9929,36471
83851,35820,36476
49879,75183,36479
160392,22510,36484
90433,60677,36488
109667,63778,36494
150562,143348,36497
39529,466,36497
62519,51423,36498
77242,109646,36499
139173,141026,36507
125450,57654,36510
127173,45046,36511
160065,44398,36512
118997,86026,36513
36429,86660,36517
15711,7434,36522
137745,8099,36530
112005,78125,36535
154413,28139,36537
128965,7408,36539
102240,149700,36546
8941,67467,36547
16123,155479,36549
57483,126537,36549
10561,37312,36553
17321,6546,36558
105746,141303,36571
98363,144847,36574
58509,34237,36577
55466,104160,36580
104049,149712,36585
148050,136610,36598
52528,119706,36599
140980,132408,36602
110402,151524,36610
5881,42584,36614
143092,43981,36618
148880,108239,36623
149385,27410,36627
104854,154721,36628
139527,34080,36629
119064,38263,36631
32745,122556,36637
30775,103664,36649
155059,55402,36655
28971,127045,36665
156191,41165,36680
103445,72021,36680
86005,128179,36680
67219,3006,36684
138316,131346,36689
8789,119634,36693
25570,75207,36693
47475,155620,36693
20676,86266,36695
117788,67971,36705
147161,147536,36706
141357,85302,36708
23693,86068,36711
41181,118582,36713
84507,85279,36718
6468,97904,36719
62867,36508,36723
54719,33515,36726
82969,68154,36727
821,124721,36728
12384,13080,36729
85392,40765,36731
35986,109646,36732
66263,108821,36740
21515,17442,36748
91191,22442,36751
149341,5247,36756
53071,6566,36758
53071,37407,36758
61431,126811,36761
30880,57822,36765
70826,144148,36768
30801,91169,36771
2034,5516,36775
77916,3827,36780
94310,103797,36782
141357,99545,36784
147061,41721,36789
145562,136062,36791
152436,86316,36793
25909,28206,36794
39949,54395,36797
149408,53362,36799
22151,132634,36805
58219,61443,36805
147124,30207,36809
13192,62675,36810
154727,96443,36821
122222,147027,36822
34715,19559,36824
8393,40647,36825
18882,142272,36825
124790,73404,36832
81486,88458,36833
33220,18745,36835
20656,88295,36835
14378,76153,36836
1353,131581,36837
24666,19548,36841
16396,64308,36842
122689,11298,36845
98491,53734,36850
113990,112913,36850
132012,13034,36851
124242,2492,36851
52453,93067,36856
45582,91256,36858
71073,20889,36859
34645,93401,36861
93685,100888,36864
79877,134060,36865
154611,108380,36866
23997,96793,36868
108080,45684,36869
108923,26266,36875
124081,152207,36875
74660,156210,36876
114746,104165,36886
68057,8577,36887
19618,79869,36892
16141,77880,36899
72711,125707,36899
80580,58716,36900
96937,78597,36903
110494,88708,36907
152446,29604,36916
155002,86134,36920
145413,50527,36932
153225,55451,36937
91718,72261,36938
61300,160482,36939
35452,88100,36939
133365,149341,36943
10799,61449,36944
13419,8789,36947
121328,27546,36951
111035,52538,36959
87398,154152,36962
78868,28375,36963
56038,117930,36963
89539,126793,36965
138130,111442,36965
73897,9040,36965
58575,126771,36967
143132,24652,36969
33554,68422,36970
25705,160667,36970
41266,44780,36974
76149,68126,36974
15161,131697,36975
159853,97767,36975
35045,104254,36979
159122,130938,36984
63948,144043,36984
143590,18197,36986
44030,129258,36987
160796,118296,36987
2954,185,36988
109249,27714,36989
68144,38331,36998
133258,62324,37002
107639,39527,37009
158238,86086,37012
154629,79969,37013
44152,21850,37013
126508,363,37016
132176,80980,37016
22579,89973,37025
74314,17745,37033
47576,88623,37033
21884,36981,37042
78952,81079,37043
129735,133513,37049
96109,139950,37052
103494,34572,37054
112623,126469,37063
14295,140196,37065
16117,6112,37066
104784,140566,37082
93632,49031,37087
2400,122314,37092
89078,36301,37094
28117,93648,37099
65162,133947,37099
6511,137554,37103
2122,97019,37104
11074,109646,37114
35861,105311,37119
107529,97085,37120
2596,23581,37122
151225,22267,37123
143319,120068,37125
140210,87388,37126
73814,91964,37131
15711,140129,37134
155,7396,37136
51443,155170,37136
34447,71301,37137
24870,77880,37140
30567,38263,37144
92938,89310,37147
58509,127425,37153
145447,111059,37171
40549,96028,37174
12967,138806,37175
125154,149016,37185
104731,119334,37189
40147,45306,37195
105948,74724,37195
22000,145154,37196
35205,3521,37199
58205,141895,37209
129570,86577,37212
24633,156183,37213
137888,146010,37214
96066,112714,37218
145385,145417,37219
12380,118540,37220
62786,155041,37225
147536,145529,37227
106692,77666,37238
63686,97544,37242
154847,78956,37242
25018,129687,37248
16740,90309,37256
88392,75902,37257
67211,4291,37259
42779,101582,37262
28378,66853,37263
146330,122830,37263
23545,101077,37264
46736,137466,37264
152807,55202,37270
31936,111960,37275
91983,58203,37276
153223,2977,37282
40643,53705,37283
86202,29714,37284
35095,125490,37290
146398,123903,37291
35336,34681,37295
105802,61111,37296
5324,12149,37307
64185,63193,37314
11263,99644,37318
105847,44822,37325
139746,84943,37328
157735,24539,37329
70643,11648,37332
46273,73984,37334
106249,50967,37338
3211,62707,37340
11027,2887,37343
77388,138385,37343
6166,151548,37349
63849,117507,37351
53795,7864,37354
56826,122807,37357
73455,119184,37357
53071,12544,37358
138887,53736,37360
150786,154727,37363
77413,18441,37367
68840,19153,37369
56296,134606,37371
100829,49080,37373
82823,148050,37380
39943,142338,37380
63716,25962,37381
50096,121627,37382
7324,59682,37383
41695,82803,37385
33556,154413,37392
87568,91325,37394
466,39721,37395
110524,33576,37403
103886,124226,37403
107626,99169,37405
36553,22209,37408
154607,67852,37409
145712,86541,37409
44426,122414,37411
24296,22702,37419
127285,140174,37423
36724,147121,37430
138887,121066,37434
143810,83679,37435
63123,73732,37436
157084,64459,37437
117831,45467,37438
61431,23360,37439
60365,144839,37443
83418,34106,37456
156134,133102,37466
41612,89017,37473
120107,136487,37475
112156,47091,37475
35812,19695,37477
20235,122754,37479
129975,78909,37480
160382,116185,37484
154406,72974,37484
19876,3459,37488
3006,58306,37491
104254,29670,37491
115887,73314,37501
61383,28196,37504
85197,156651,37505
109245,100189,37510
78745,78842,37512
141379,109197,37513
27485,62175,37514
45273,139311,37519
24883,151043,37522
83894,148467,37524
1161,98557,37524
6756,28771,37529
88096,132919,37530
120968,63103,37536
154647,17691,37537
57208,20543,37541
149700,140504,37543
69042,83943,37543
34715,131579,37544
55502,18618,37549
100614,134538,37551
47190,32580,37559
62834,57685,37559
75649,55241,37567
39030,67712,37569
30794,130683,37572
58509,119474,37573
58509,51467,37573
135959,18357,37577
33165,57062,37578
149341,149355,37578
62940,23819,37579
54287,78165,37585
26496,152183,37585
52345,24585,37587
64007,41268,37591
51745,18950,37592
91332,35788,37594
185,91045,37597
70058,26568,37598
99580,116144,37600
21458,79720,37601
37151,139001,37604
6732,68706,37606
156187,33942,37607
14180,14909,37609
104731,68842,37616
45702,126252,37617
25546,156097,37622
14915,67536,37632
123039,1590,37635
15363,102495,37635
33939,39945,37639
113808,85159,37644
123123,127917,37644
23419,126362,37646
103664,35688,37648
53445,139729,37654
11449,80495,37661
29631,6139,37661
52301,78623,37668
17184,14917,37672
55494,119823,37677
86023,40249,37683
17296,91241,37684
93659,90567,37685
96980,45434,37685
3622,26214,37689
55696,8793,37689
64654,77563,37689
35121,86312,37692
142870,94885,37694
98313,32568,37694
140294,135642,37701
21923,1328,37705
112968,142993,37711
108169,106456,37712
51448,22716,37714
46823,47623,37715
22510,160392,37718
18281,1433,37718
24068,113630,37722
28139,4273,37731
1590,120107,37734
135241,147027,37737
7649,126469,37746
141839,36636,37746
105163,1831,37747
115075,99465,37756
1293,137438,37757
67824,10042,37758
160580,117741,37760
28945,91083,37763
53739,147391,37767
98376,147406,37770
134548,44339,37776
61859,699,37782
56387,122472,37794
155344,130362,37796
157257,17129,37796
91528,139414,37798
39484,67221,37799
94235,33845,37805
68760,134268,37805
65644,144772,37807
62157,149791,37808
35695,156321,37809
26141,159450,37817
141872,5015,37817
118033,89872,37821
158585,16434,37824
78623,146806,37824
84759,98200,37833
1378,33673,37833
135218,69762,37835
160440,37551,37838
142423,57687,37839
148914,16705,37839
65162,84808,37843
126596,49303,37855
72378,151227,37859
25623,61992,37859
122136,149857,37860
117938,87818,37861
95074,52115,37865
50635,42832,37868
36161,24785,37870
64009,62397,37871
20939,106465,37874
90475,136685,37874
86899,35697,37881
37385,70798,37883
129773,141379,37884
21908,142200,37884
105000,125863,37897
6317,98125,37899
91043,109433,37906
155041,87924,37908
1592,156414,37909
112895,46418,37913
84324,151924,37913
126281,69112,37914
99148,27028,37914
128547,6031,37915
51639,126220,37919
128850,98861,37921
154303,126062,37927
90192,100428,37929
78194,7848,37934
28297,153853,37936
18920,108506,37937
123989,133057,37939
11584,149791,37940
155628,50927,37944
34620,33558,37945
73066,75558,37953
54140,71377,37953
110408,39949,37957
53071,77707,37958
87315,28850,37959
85458,62018,37959
115441,125783,37963
92695,30490,37964
5865,132587,37967
81747,135822,37969
133844,27465,37969
67565,78623,37972
69756,29703,37976
47680,147062,37979
59001,138523,37981
37177,132027,37989
85513,23202,37989
67295,71705,37989
90377,154781,37990
53378,86260,37990
12033,41266,37995
120573,67460,37998
149408,26965,37999
83768,116214,37999
58844,112295,38015
69214,25816,38018
604,48021,38019
39128,148028,38021
33142,11592,38025
154710,6902,38033
53689,53606,38033
642,69163,38035
134341,5289,38036
57654,65849,38037
38360,132632,38039
35354,90470,38039
160209,15256,38044
103878,72884,38044
18419,112714,38047
62121,116903,38049
116610,129468,38050
152477,92695,38055
30069,60624,38057
133063,144828,38058
151725,159833,38060
98557,84774,38061
126438,2347,38062
22716,93322,38070
25497,21458,38078
6160,34458,38080
120852,77244,38082
20678,89872,38094
154486,19339,38096
52182,79969,38097
145417,48273,38099
32509,28063,38101
73876,153079,38101
35948,35280,38103
32139,126653,38105
56838,144168,38108
47121,155217,38113
69173,120785,38114
3231,28308,38115
147184,21727,38117
58849,17273,38120
6509,85612,38124
88458,141935,38132
155300,50639,38134
151606,5997,38137
122184,49586,38145
131419,140253,38149
22170,138379,38151
68636,125486,38156
98573,123744,38158
97813,69651,38164
154146,139792,38164
58369,155282,38164
