pickup_spot,dropoff_spot,min_dep_time
33574,33205,27467
111723,85851,27467
109897,11076,27468
61740,146989,27468
114019,148534,27469
51831,52418,27469
72926,8160,27470
98067,34210,27470
66923,43122,27470
34278,73984,27470
97141,63651,27470
136683,104183,27472
132866,69238,27472
140811,73984,27473
92044,4946,27474
73760,124616,27474
147101,34941,27474
138318,4760,27474
82936,101844,27475
151170,33607,27475
153843,135822,27476
109646,115170,27476
122421,144881,27476
29694,66367,27476
11031,129301,27476
2082,27328,27477
38263,9217,27477
38263,117146,27477
38263,84466,27477
157168,34253,27478
84675,104980,27479
152177,125276,27479
16820,103525,27479
95806,82571,27480
11508,84688,27481
148515,118999,27481
88619,118840,27481
140204,5423,27482
42677,134410,27482
65424,45939,27482
17470,91241,27482
10073,133057,27482
8238,72204,27483
20693,53860,27483
93790,68978,27484
42384,19925,27484
159705,5989,27484
10061,104226,27484
26969,50118,27484
27022,138078,27484
118296,109646,27485
5451,39385,27485
100827,23404,27485
19614,129341,27486
19614,95221,27486
9432,27648,27486
123744,137673,27486
123744,6553,27486
128200,51278,27486
85392,109930,27488
48237,130463,27488
156199,149408,27489
124800,45306,27489
152997,119336,27489
73339,10063,27490
109247,66658,27490
9697,135860,27490
67469,28375,27490
157109,141895,27492
17115,115862,27493
156271,144556,27494
64544,19746,27494
118575,147406,27494
86322,121997,27495
154847,53193,27495
107509,1592,27496
73111,120979,27496
35568,117672,27496
154411,11455,27497
27017,27353,27498
19614,83683,27498
55648,127296,27498
77413,102289,27498
110181,91615,27499
29617,12186,27501
138596,135988,27501
65162,89496,27502
65162,65742,27502
137532,84735,27502
99321,43547,27503
41516,118558,27503
136725,48688,27504
41707,122515,27505
130713,16956,27506
13728,71395,27507
95804,78782,27507
151436,154411,27507
148186,120063,27509
39360,113744,27509
15065,85323,27510
139946,141522,27510
145865,89709,27510
28544,35986,27510
158398,23374,27511
112601,67330,27512
138173,151665,27512
79915,133112,27512
59424,37387,27512
22881,97141,27513
63800,37026,27513
134546,27308,27514
160549,114732,27514
123544,154847,27514
89675,35759,27514
30436,160592,27514
65167,24082,27515
46728,15745,27515
43492,123782,27515
116262,24585,27516
47625,141002,27517
72821,108466,27518
122515,52991,27518
152046,68840,27518
120395,147536,27520
103779,107482,27520
146587,21788,27520
76081,143128,27521
114321,104912,27521
3385,120321,27522
59210,1115,27523
117780,33568,27523
110080,38369,27523
146241,68113,27523
121407,47087,27524
57261,109686,27524
144813,107398,27525
85511,147771,27525
119736,14527,27525
46603,44756,27526
103555,55214,27526
134650,90577,27527
110402,58317,27527
48947,118941,27528
48420,122633,27528
103560,53428,27528
45839,60293,27528
45336,143112,27528
62894,57705,27528
50578,148176,27529
50147,93326,27529
84751,37739,27529
105756,97662,27530
59515,144018,27530
146905,84721,27530
4952,92695,27530
67840,16947,27530
87686,65162,27531
112397,108182,27531
104246,155266,27531
64107,53825,27532
115665,80252,27532
80170,35023,27532
137554,74965,27532
98790,105329,27532
52596,18115,27532
75603,146205,27533
16441,91625,27534
82299,116534,27534
131130,80442,27535
99648,45306,27536
96335,137677,27536
76851,85513,27537
20585,34972,27537
50297,61591,27537
63353,30210,27538
32084,144024,27538
68236,95844,27538
104254,23684,27539
78951,141870,27539
9237,135210,27540
8296,119832,27540
59987,8236,27540
29832,24585,27541
114108,96763,27541
129133,135881,27541
95723,141317,27541
69173,34568,27542
14015,142706,27543
53920,113939,27544
67962,11088,27545
69562,33975,27545
54364,97288,27545
29323,92123,27545
160356,7864,27546
80599,19047,27547
65007,87420,27547
22704,153695,27548
27727,125543,27549
42858,122458,27549
68648,111415,27549
89238,147536,27550
151436,29617,27550
156134,110172,27550
26840,78116,27551
17236,156463,27552
73315,86281,27552
120345,43225,27552
113864,106465,27553
42819,30905,27554
72854,114844,27554
46574,123009,27554
58517,144826,27555
102397,27338,27555
122236,7539,27555
71899,137713,27555
47449,152378,27556
151152,92965,27556
17741,79240,27556
97550,13478,27557
88600,33693,27558
150788,84716,27558
2549,149730,27558
123923,30121,27558
65193,103915,27559
10432,90267,27559
97143,19927,27560
145916,90454,27561
111184,111180,27561
85656,100827,27561
120107,71841,27563
12614,83204,27563
151988,1386,27563
55321,159490,27563
95731,90923,27564
17102,129687,27565
146605,144826,27566
23228,85507,27566
101177,65162,27566
144211,9085,27568
87632,96073,27569
112152,75371,27569
7508,157406,27570
82793,20516,27570
27410,114399,27571
28196,50090,27571
160392,40346,27571
86575,93503,27571
15997,86962,27571
140111,89545,27572
91430,39997,27573
78127,112029,27573
145952,129446,27574
51622,139613,27574
58509,49558,27575
58509,23028,27575
67249,57705,27575
57059,33977,27576
9485,138149,27576
91234,78915,27576
146838,81501,27576
19151,85175,27577
126982,134343,27577
10079,42884,27578
19547,101205,27578
6356,38882,27578
67960,58855,27579
22506,84682,27579
37642,27146,27579
46576,24883,27579
23014,37279,27579
50297,101669,27580
22112,82571,27580
11624,135610,27581
147027,123921,27581
147027,153874,27581
132004,111439,27581
110673,17024,27581
129134,31168,27582
141146,37434,27582
12884,147484,27582
126445,83455,27583
66784,55204,27583
36095,38263,27584
142455,22365,27584
37456,22722,27585
44455,86916,27586
117774,118281,27586
101961,128377,27587
130715,127617,27588
61397,89188,27589
128670,45712,27589
136506,2080,27589
334,56508,27590
8648,66123,27590
111180,72806,27590
112056,112818,27591
5402,77339,27591
35937,72503,27592
136221,1131,27592
53569,90114,27592
61912,46014,27594
72333,145554,27594
51402,115352,27594
96797,135759,27594
133120,732,27595
68351,27674,27597
75982,27674,27598
76175,140123,27599
138867,69153,27600
64849,31717,27600
106907,158552,27601
147667,29604,27602
37181,47623,27602
159587,47336,27603
143014,160840,27603
151234,24585,27604
33526,56126,27604
57455,66857,27604
122018,144126,27604
17925,5439,27604
131468,81406,27604
51936,135226,27605
126000,7812,27605
88857,95196,27605
77941,120968,27606
107294,57705,27606
108464,147093,27606
46001,53825,27607
34035,23496,27607
96,17758,27607
33888,54025,27608
26995,104583,27608
130585,60863,27609
152477,53845,27609
160667,129216,27609
48181,68140,27609
148230,13192,27610
5041,90054,27610
135261,86571,27610
82733,37843,27611
143539,110444,27611
136394,15717,27611
155934,141974,27611
50391,120763,27612
140977,4809,27613
16518,126807,27613
149044,90441,27613
38369,72503,27614
60315,77550,27614
142882,87641,27614
154712,62693,27614
84688,78355,27614
28481,153422,27614
87322,580,27616
152263,22985,27616
144095,39196,27616
46149,81290,27617
97420,57705,27617
13192,12590,27618
13192,22679,27618
111109,33167,27618
22132,78623,27618
123719,137620,27618
109930,87079,27619
57829,157266,27619
109930,85892,27619
115168,142187,27619
74590,39535,27620
48471,11359,27620
410,23218,27620
133358,137554,27622
125907,35021,27622
93857,84649,27622
47652,38515,27623
22019,117067,27624
70100,146025,27625
107871,29219,27625
95806,128018,27626
81980,72009,27626
76814,65856,27626
51545,64266,27626
87647,30857,27627
100944,149318,27627
92201,58306,27628
60879,41266,27629
146048,24783,27630
78408,152242,27630
152494,127309,27630
152790,37137,27631
37334,115953,27632
8291,50062,27633
124297,127992,27634
74651,116019,27635
154472,68978,27636
38675,3507,27636
16772,99977,27637
142272,61682,27638
36981,33292,27638
27584,51402,27638
2076,159276,27639
86211,51448,27639
19537,50861,27639
99226,18872,27640
55202,99822,27640
70983,160250,27640
76810,147406,27641
55202,73036,27641
55202,149446,27641
55202,103480,27641
141161,125185,27641
4508,141319,27641
7907,16267,27641
104683,6576,27642
24501,123744,27643
77912,141002,27643
27028,42693,27643
26863,5525,27643
152893,130267,27643
124727,126382,27643
83997,36981,27644
40735,135084,27644
47460,33515,27644
61288,92330,27645
59084,122214,27645
135889,62247,27646
8346,16396,27647
151575,111803,27647
129038,58895,27648
84299,150112,27648
92325,71417,27650
114196,19436,27650
152801,47623,27651
115443,14278,27651
91461,92343,27651
149381,155354,27651
149408,159797,27652
7956,21515,27652
100135,89593,27652
96957,81432,27653
46721,103441,27653
67510,85583,27654
124220,8203,27654
143539,158636,27654
50580,153567,27655
116370,97678,27655
80170,112152,27655
146205,15469,27656
135514,76081,27656
95611,102638,27656
160838,27674,27657
29521,93823,27657
23978,121870,27658
107185,5035,27658
8134,120068,27659
140958,78291,27659
144735,127372,27660
141868,4660,27660
110408,123744,27661
57705,103643,27663
57705,26387,27663
6298,136118,27663
125274,140096,27665
143043,34807,27665
101989,126500,27665
33497,12263,27666
42200,158240,27666
104107,29939,27666
110622,151393,27666
131220,72983,27667
139543,75136,27668
64129,74985,27668
146269,92799,27668
33888,83513,27668
22170,119838,27669
51239,13477,27669
86516,95531,27670
42636,96833,27670
154514,68978,27671
3507,155166,27671
21813,15999,27672
91046,151521,27672
37137,108173,27673
24879,126181,27673
104246,37191,27674
134440,119210,27674
39834,43802,27674
114962,121337,27674
24921,129687,27675
86322,43048,27675
112005,135362,27675
28263,24585,27676
53928,99381,27676
96795,7274,27676
94760,146364,27677
116610,128164,27677
38829,65442,27677
71643,23607,27678
149722,96620,27678
149408,37153,27679
80354,732,27679
3187,15010,27679
58842,127098,27680
159541,7205,27680
147003,106465,27681
141904,35376,27681
24916,157919,27682
88341,26506,27683
49066,18026,27683
23886,20699,27684
148551,160794,27685
117980,112822,27685
122478,139547,27686
125241,110144,27686
36145,44794,27686
64105,147027,27686
44112,51007,27687
41497,117900,27687
33518,149791,27688
46593,13960,27688
25070,51970,27688
136014,42000,27688
105855,120063,27688
56999,94653,27688
41106,19241,27688
95158,47063,27688
37167,37147,27689
66865,2292,27690
64482,43846,27690
145940,142252,27690
160580,122232,27690
152983,147052,27691
143596,90297,27691
31938,31725,27691
101310,148050,27692
135868,134872,27693
10418,78329,27693
91159,93673,27693
81486,128527,27693
93322,76153,27693
29353,31283,27693
78734,3707,27693
27602,78122,27694
71089,71496,27694
38674,27674,27694
10130,98143,27694
152807,119457,27694
140174,138439,27694
62235,26995,27695
58241,119577,27695
82571,43357,27696
150345,112986,27696
90130,113067,27697
18568,27017,27697
44964,155010,27698
34947,90283,27698
91741,91341,27699
83266,42858,27699
154603,78956,27699
150669,75707,27699
119304,104980,27700
392,29614,27700
23125,58509,27700
37163,41266,27700
117082,15452,27700
99977,53071,27700
8205,73538,27701
32540,154629,27701
66269,108888,27701
13960,114542,27702
135461,118777,27702
156069,40944,27702
42333,109930,27703
46574,135963,27703
35278,93326,27703
66246,42511,27703
80511,9011,27704
150042,92140,27704
22520,127039,27704
38623,3501,27705
83715,35984,27706
3205,12263,27707
469,96222,27708
155626,54117,27708
136876,62615,27708
17831,103808,27708
84322,137077,27709
83428,56316,27709
102809,10843,27710
12162,90950,27710
86211,47497,27711
24235,5631,27711
8616,76899,27711
147562,97781,27712
108541,79289,27712
106358,38736,27712
87966,145397,27712
122791,25518,27712
94741,92031,27713
156463,52091,27713
8067,105197,27715
126623,120068,27716
530,132406,27717
70868,76260,27717
86021,78209,27717
146343,119778,27718
85690,34807,27718
7864,66851,27719
8914,94390,27720
121517,77941,27720
10133,63618,27721
42476,96519,27721
77914,121650,27722
27310,11263,27723
128248,16341,27723
122155,23070,27723
158316,80495,27723
38042,110673,27723
28048,6248,27723
28231,118582,27724
108478,149272,27724
95621,54187,27724
122818,58777,27724
33877,120068,27725
40549,72103,27725
117566,18454,27725
84322,87107,27725
117854,110087,27726
67822,41152,27727
40287,58864,27727
106084,102765,27727
22704,60169,27727
149597,128058,27728
94607,101961,27729
86665,150788,27729
9334,132174,27729
86922,134469,27730
9941,31300,27730
156925,122156,27730
43704,31840,27731
15397,73030,27731
35388,125671,27731
33165,15977,27731
102397,37344,27732
155626,57705,27732
21751,78355,27733
17476,122210,27733
86510,36516,27734
86648,86031,27734
115603,53569,27734
132421,33566,27734
160021,55212,27734
59239,60763,27734
98493,118203,27734
93659,58205,27735
29688,35931,27735
5402,149791,27735
100672,30807,27735
117276,117296,27736
17178,25174,27736
62796,1386,27736
54878,82155,27737
51647,135959,27737
28702,134624,27738
58509,107306,27738
58509,12737,27738
27815,66865,27738
15469,47290,27739
46133,56617,27739
3211,66009,27740
117788,122245,27740
112712,40117,27740
17897,52609,27741
121365,102949,27742
47978,78623,27743
96789,75478,27743
62765,134929,27744
13078,129687,27744
92965,79301,27746
156771,28088,27746
114104,79709,27746
5629,120068,27746
44956,76321,27748
61851,117380,27748
72673,15995,27749
57854,142336,27749
126973,51437,27749
46061,81980,27749
17933,1131,27750
131050,35111,27750
123864,77340,27750
76868,3495,27750
116216,18045,27751
156307,93659,27751
10233,73355,27751
100313,118395,27751
130258,49540,27753
135241,147536,27753
140977,151804,27753
149713,7942,27753
83118,103916,27753
81846,55241,27753
78408,112469,27753
11612,26297,27753
111750,1351,27754
77747,129174,27755
62609,122570,27755
137424,1803,27755
134872,65494,27756
363,100359,27757
57263,92221,27757
156463,72255,27757
1993,87868,27757
91807,91256,27758
85308,143526,27758
89545,31980,27758
89545,94474,27758
36518,4362,27759
66191,12249,27759
35933,155051,27760
133350,13361,27760
57586,94875,27761
98232,34185,27761
57581,89520,27762
104246,31293,27763
18045,117375,27764
77632,84747,27764
155626,104542,27764
157337,147052,27765
494,25962,27766
152378,140699,27766
58411,41302,27767
51131,142272,27768
73961,43639,27768
63628,7904,27768
111599,147536,27768
49778,119722,27768
33119,77678,27769
35420,82469,27769
47623,37367,27769
64009,86663,27770
90050,125154,27771
91311,55605,27772
16142,129468,27772
29,80820,27772
63552,140096,27772
86270,59556,27773
154893,1428,27774
90925,111611,27774
91688,139459,27774
30259,58509,27775
111180,71841,27775
39838,6893,27775
77953,122770,27775
109646,18837,27776
109646,19064,27776
158721,147406,27777
66816,66818,27777
47185,91870,27779
61742,2887,27780
107859,79641,27780
5402,45306,27781
47173,117296,27781
54340,96933,27781
147025,31264,27781
12737,57705,27781
61513,60338,27781
19177,10028,27781
33951,33167,27782
26492,36696,27782
40765,86181,27782
119272,109318,27784
68702,139983,27784
45688,100539,27785
151236,117307,27786
92587,96331,27787
129934,8435,27788
7463,13015,27788
147616,154472,27788
67546,147045,27788
22798,8160,27788
143810,91355,27789
22170,16044,27789
103659,88689,27789
102051,142272,27790
123860,47466,27790
63614,141895,27791
150015,13517,27791
63948,77161,27792
136950,97916,27792
130940,66791,27792
123180,65237,27793
107785,37656,27793
146869,71146,27793
133138,83772,27793
41266,8,27794
94363,104462,27794
104727,20063,27794
149599,111815,27794
114670,48104,27794
134929,20889,27795
156183,136234,27795
20201,158009,27796
104264,96205,27796
11429,88964,27796
92369,131450,27797
54169,24865,27798
72902,35095,27798
141381,155282,27798
118087,58509,27799
65162,35468,27799
142338,148531,27800
99543,124253,27800
100009,14736,27800
100827,24532,27800
130267,122414,27800
16886,160520,27801
154831,9927,27802
38741,140703,27802
73471,147130,27802
111180,93915,27802
58895,79229,27803
68450,23684,27803
59761,27815,27804
147464,11488,27805
65162,67275,27805
6359,5709,27805
111109,11210,27805
135555,67577,27806
76944,85503,27806
83872,68684,27806
33151,120129,27806
137080,1131,27807
145357,96101,27807
126155,14952,27807
20262,64521,27807
84757,87418,27807
74031,124081,27808
24813,93632,27809
150632,58498,27809
13192,141230,27810
121279,732,27810
137297,86124,27810
125984,19328,27810
64259,46014,27811
90109,148050,27811
86200,91256,27812
108280,90503,27812
2032,89200,27812
116394,147406,27813
80352,48418,27813
31999,74122,27813
65312,18585,27813
137910,110428,27813
77942,36981,27815
146587,77323,27816
137809,34997,27816
81971,24585,27817
87258,115489,27817
45907,53845,27818
145531,33205,27818
111242,39997,27820
113046,24724,27820
101961,16396,27821
88989,154625,27821
33942,1658,27821
77842,122777,27821
83959,142717,27821
134872,65428,27822
159276,7020,27822
30807,9514,27822
12892,112877,27823
23308,107384,27824
34715,109323,27824
53823,55749,27824
34715,44726,27824
20918,91741,27825
67351,132632,27825
110540,98730,27825
91256,35877,27826
108176,91741,27827
104158,116765,27827
110333,21055,27828
157349,17874,27828
25962,137166,27828
111833,140324,27828
49315,147178,27829
18899,8079,27829
135812,31472,27830
143390,103779,27830
154717,105333,27831
151988,1386,27831
159205,145531,27831
121408,57705,27831
142115,78199,27831
156826,153247,27831
134644,123976,27832
87974,150094,27832
159799,25856,27832
159416,15415,27832
36280,16947,27833
102397,118582,27834
22067,86007,27834
4809,89545,27835
35097,119140,27835
24865,77880,27836
97550,29550,27836
89545,77670,27836
31205,83455,27837
141666,76814,27837
34609,93685,27838
34609,54963,27838
86273,66903,27839
23368,45913,27840
72452,76899,27841
72503,136112,27841
90083,138401,27841
65310,155217,27841
109288,78915,27841
47430,39723,27842
3006,118096,27842
20274,142033,27842
138132,107633,27843
90297,91013,27843
43194,139057,27843
35900,130219,27844
111182,127699,27844
64816,154496,27845
107719,92583,27845
53768,122399,27846
144136,78122,27847
86909,29692,27847
78211,42677,27847
123742,16172,27848
92066,78367,27848
32298,18045,27848
88275,149327,27848
30775,28258,27849
50699,82834,27849
102618,76899,27849
87552,34441,27849
45806,108804,27849
100904,127699,27849
107741,34678,27850
113868,57705,27850
43689,76105,27850
92347,104470,27851
4048,112048,27851
115673,128746,27851
124220,120310,27851
148639,53474,27852
29832,153056,27852
142814,111880,27852
102813,626,27853
40791,1755,27854
50278,15415,27854
91754,112473,27855
72554,106799,27855
153081,96985,27856
46603,28167,27856
90221,148050,27857
53254,41579,27859
124717,36985,27859
101658,91167,27859
151725,41806,27860
150770,137696,27860
131089,86560,27860
65559,9193,27860
107851,109433,27860
88098,154993,27860
76266,13015,27861
16121,105447,27861
234,85507,27861
87081,160060,27862
90406,41699,27863
334,147027,27864
132632,98634,27864
129892,67234,27864
91311,4837,27865
12203,154853,27865
10420,289,27865
83372,2887,27865
80778,71554,27867
20915,91741,27868
1820,81349,27868
134171,128550,27868
96803,20560,27868
123945,29617,27869
155468,62384,27869
63849,116223,27869
150013,110492,27869
59657,141895,27870
153223,112052,27870
77660,148110,27870
68355,1161,27870
27804,110333,27871
103066,141874,27871
81390,62958,27871
37559,68140,27871
134270,65162,27872
85711,79027,27872
135757,62900,27872
82020,5379,27872
67143,149341,27873
73833,29014,27874
86571,21174,27874
21277,25495,27874
128987,136663,27875
127928,47009,27875
153009,75026,27876
27997,73512,27877
98780,135057,27878
117774,81326,27878
53821,7095,27879
129399,57705,27879
66816,145734,27880
67476,95746,27880
30886,133729,27880
144749,136456,27880
24991,122993,27881
157768,72886,27881
18782,66650,27881
50878,31040,27882
120979,108432,27882
30121,69562,27882
97769,85782,27882
117890,82199,27882
14952,96801,27883
86130,46953,27883
150784,99260,27884
44178,117441,27884
44848,154615,27884
49758,141782,27885
33111,138512,27885
133105,101750,27885
138523,102738,27886
98842,132447,27886
147453,147406,27886
93063,20312,27887
147027,138049,27888
147027,107486,27888
34033,11286,27888
16898,108285,27889
145033,129863,27889
41396,92008,27889
46133,124467,27889
101668,53071,27890
134169,158875,27890
24374,153292,27890
156230,123244,27890
69915,35948,27891
128987,84747,27891
144356,51458,27893
110333,51709,27894
52466,62275,27894
130254,51731,27895
126189,36981,27895
59729,40046,27895
130563,7400,27895
129216,33157,27896
11074,148211,27896
154520,28129,27896
32328,101828,27897
48686,148292,27898
70334,77317,27898
81680,28971,27900
77447,9110,27900
86721,101961,27901
157261,41179,27901
2975,15047,27901
13652,133449,27901
133073,66945,27902
154810,142532,27902
140387,64007,27902
142455,110012,27903
90354,75499,27903
31331,71204,27903
63568,26266,27903
50870,8344,27903
35519,97011,27904
3776,123378,27906
112107,68785,27906
119640,29602,27906
37367,22524,27906
25790,57062,27907
148599,100177,27907
114651,81834,27907
20357,160662,27908
122983,52606,27908
139861,18266,27911
51563,24547,27911
8162,26125,27913
91155,78915,27913
18045,48394,27914
25913,146883,27914
65408,145734,27914
17699,40185,27914
58855,71565,27915
19665,26506,27916
91746,92455,27916
57623,118304,27916
56456,101285,27916
29399,122556,27916
36196,86005,27916
102059,138993,27917
37171,89215,27917
117611,1386,27918
81703,56687,27918
154470,120838,27918
9394,22170,27918
149546,100857,27918
61533,120068,27919
269,52247,27919
29188,10141,27920
141895,24637,27920
114917,116763,27920
123976,140724,27921
110498,53825,27922
34427,67720,27923
50519,112056,27924
56258,57705,27924
110540,117223,27924
56846,24349,27924
146866,56174,27924
36355,29333,27924
96409,3768,27924
73007,96242,27924
24656,17121,27925
118362,144144,27925
22379,29604,27926
147536,120482,27927
38331,91694,27927
114022,129687,27927
80283,7882,27928
90233,55421,27928
31696,60190,27929
37177,14614,27929
93481,62074,27929
68186,127698,27929
15707,104386,27930
81001,157567,27931
147501,71655,27931
10455,152997,27931
110685,75478,27933
145413,103724,27933
126878,102455,27933
107296,57705,27933
91826,56137,27934
25620,147146,27934
73404,96010,27935
24585,23597,27936
77694,138407,27936
47623,39886,27937
47623,73007,27937
7165,25234,27937
44063,57303,27937
24651,9487,27937
99881,137223,27937
59458,128955,27938
84757,125185,27938
59250,39858,27939
26340,149318,27940
34143,70066,27940
59694,114542,27940
52977,158762,27941
249,101027,27941
17719,128547,27942
37642,363,27942
149700,132912,27943
27557,100129,27943
11793,115441,27943
2788,76895,27943
51195,132474,27943
120293,118845,27943
62261,154299,27944
120900,72821,27944
37183,79229,27944
119457,96363,27944
109558,111801,27944
102640,93520,27945
22213,127445,27946
66685,147027,27946
55500,2026,27946
63464,128078,27946
72850,96071,27947
30794,62729,27948
12884,76149,27948
2919,102811,27948
61461,154524,27948
12986,76658,27949
83881,86446,27949
33528,61756,27949
154632,94478,27950
27017,55492,27951
74673,116011,27951
102803,155124,27951
129992,70410,27952
13509,135226,27953
105586,102996,27953
103525,38323,27953
49718,138512,27953
146619,57164,27953
45203,147536,27954
67706,65237,27954
24867,31840,27955
128112,80400,27955
36629,102986,27956
112603,72077,27957
57126,9923,27958
46721,73643,27958
71501,45704,27958
55484,142272,27959
6296,10295,27959
128981,121410,27960
84673,100946,27960
153099,56125,27960
44861,54856,27962
47701,141895,27964
136798,64185,27964
137122,129634,27964
72263,8847,27964
127039,67238,27964
2492,126327,27964
118194,147027,27965
23180,41983,27965
126878,77706,27965
82315,44396,27965
89461,100235,27966
83455,103088,27967
53955,56391,27967
129759,95591,27967
65162,146098,27967
141357,107477,27967
17673,114237,27967
89116,43840,27967
116526,158869,27968
74784,149791,27969
93685,33214,27969
149243,113626,27969
112028,155051,27970
114776,96293,27970
83410,65057,27970
56808,152046,27971
129133,41266,27971
77246,640,27971
69732,127031,27971
78169,147466,27972
127917,123123,27972
27674,139785,27973
27674,22454,27973
37287,41266,27973
67471,153410,27973
113887,103033,27974
87123,133270,27976
29651,147156,27977
38792,142723,27977
99628,78456,27977
125775,98798,27977
126876,49123,27977
149341,30502,27978
103568,19587,27978
62930,82413,27978
141232,13192,27979
29462,94754,27979
102819,83178,27979
145665,149329,27979
68652,16024,27979
146649,104073,27979
146496,5604,27979
121392,41138,27980
100453,155036,27981
151503,96645,27981
36636,91256,27981
21153,137781,27982
33929,146076,27982
152073,140012,27983
145804,53071,27983
64521,149700,27984
46603,58482,27984
152492,105235,27984
144322,89836,27984
134673,109288,27984
138253,102518,27986
140977,46133,27987
96238,118951,27987
147060,33123,27987
137452,159733,27988
89265,98833,27988
34045,33518,27988
44708,63476,27988
17372,40628,27988
91083,35101,27988
22170,17111,27990
1645,92423,27990
144144,147052,27991
20249,141895,27992
129855,125711,27992
52775,13960,27994
41536,127111,27994
17327,112279,27994
85127,65162,27995
46045,146076,27995
157210,59806,27996
8051,76855,27996
83542,147319,27997
89832,146025,27997
53765,41919,27997
14525,54310,27997
146992,17991,27998
22879,4351,27998
38045,90749,27998
103027,73953,27998
18024,59824,27999
145313,14700,27999
21643,12884,27999
93685,65380,27999
40336,81052,28000
144168,39997,28000
113130,143728,28001
129808,76899,28002
86021,123744,28003
66519,117001,28003
72372,147536,28004
143330,149341,28004
97943,3211,28005
65559,85203,28005
83454,4921,28005
118974,29638,28005
1208,99631,28006
72241,26238,28007
73339,36957,28007
81980,27616,28007
109253,78915,28008
135623,27355,28009
144156,123744,28010
155051,37315,28010
33153,158697,28010
86015,110085,28010
37315,114730,28011
3104,11294,28011
30245,75703,28011
1059,36898,28011
160440,86231,28012
31727,49758,28012
48108,73889,28012
136869,149408,28013
91552,108278,28013
13288,32721,28015
28852,107920,28015
160493,149870,28015
102289,53825,28016
87059,27557,28016
86124,138767,28016
28316,155051,28017
129446,76899,28017
35812,86163,28017
151908,92241,28018
90396,149375,28019
56527,119774,28019
134035,104030,28020
48224,155882,28020
138049,58523,28020
110494,117298,28020
133814,74988,28021
59712,43940,28021
41780,149408,28021
96371,16121,28022
18090,70225,28022
108906,22609,28022
29604,96239,28023
38118,11064,28023
117619,16117,28024
148118,89768,28025
86175,87621,28026
142455,94515,28026
150108,142272,28027
154406,28910,28027
124018,102168,28027
13834,112716,28028
60508,66865,28028
130812,143798,28028
32017,78921,28029
115301,35829,28029
135862,60871,28029
102181,110416,28030
90749,32677,28031
33866,19691,28031
103054,9629,28031
96363,125539,28031
97104,81081,28031
94680,149341,28032
84075,157661,28032
43198,61767,28032
18170,149408,28033
40028,41266,28035
55781,129687,28036
37163,149408,28036
70334,41266,28036
125320,20312,28036
103728,147371,28036
7882,66074,28036
7940,58509,28037
115036,125152,28037
33273,146319,28037
139752,156878,28037
30286,55061,28037
27017,100133,28038
64999,58523,28038
15369,141385,28038
26181,160625,28039
11478,95621,28040
102809,49313,28040
112451,83418,28041
124197,140141,28042
153841,111184,28042
154922,74577,28043
32714,129786,28043
1061,86134,28043
104161,125775,28044
68607,91240,28045
101943,128547,28045
90456,20357,28046
33560,41369,28047
38761,84919,28047
1433,61591,28047
79750,148116,28048
147568,138468,28048
62990,49628,28048
41076,126901,28051
143808,150116,28051
140643,8054,28052
155051,1739,28052
88850,135084,28052
135965,137777,28052
45909,116765,28052
81336,27379,28052
11286,27017,28053
131224,98663,28053
19639,10400,28053
33642,129687,28054
114037,133229,28055
130895,113137,28056
38144,16172,28057
52837,45165,28058
118217,15469,28058
62576,144780,28058
100123,127370,28058
82049,59753,28059
104544,154255,28059
130592,96937,28059
29308,149724,28059
126723,49115,28060
52171,140977,28060
69169,84774,28060
121519,116782,28060
101285,91104,28060
42580,142272,28061
16345,133426,28061
64743,141416,28061
16151,17069,28062
49431,27017,28062
73641,98493,28062
39215,80495,28062
153001,149444,28062
147238,72288,28063
95844,12737,28063
36429,109646,28064
24130,87658,28064
121335,83860,28064
33879,23545,28064
67469,92355,28064
155884,36467,28064
46580,60508,28064
42744,40415,28065
129218,6164,28065
91256,35515,28066
145038,18010,28066
139430,78961,28066
109930,85685,28066
154791,10597,28067
84118,3722,28068
24699,16151,28068
78211,25396,28068
58509,97168,28069
29223,56346,28069
135957,55486,28069
28489,86281,28070
99148,86581,28071
132916,5384,28071
95891,126612,28071
85939,66053,28073
138000,26710,28073
78000,101077,28074
7016,40549,28074
118939,134929,28075
76755,3506,28075
1386,54818,28076
135220,63427,28076
65078,53101,28076
8197,112097,28076
47687,53474,28076
38263,13021,28077
38263,6706,28077
53888,25809,28077
38263,35744,28077
5604,138673,28077
38263,13730,28077
25140,145924,28078
67840,71266,28080
129227,115516,28080
101226,76160,28080
121688,152261,28080
40342,34667,28081
99053,149947,28081
63006,1592,28082
118999,106801,28082
33550,125450,28082
158886,17296,28082
154625,28274,28083
10143,53596,28083
17741,72811,28084
14837,130515,28084
56945,120094,28084
38343,41550,28085
93888,37528,28086
123744,138762,28086
51084,86164,28086
18115,59416,28086
152002,159094,28086
123744,56838,28086
115679,155051,28087
59982,103729,28087
73177,6662,28089
3215,69466,28089
88492,23391,28089
155647,156767,28090
103010,138523,28091
145734,607,28091
145734,160729,28091
26969,78002,28091
13049,87439,28091
104168,112986,28092
20201,117788,28093
124160,43248,28093
67092,20901,28093
105057,5631,28093
53455,139982,28094
55635,142235,28095
10308,24235,28095
104165,1453,28095
67739,89872,28095
150054,60413,28095
109184,81077,28095
152807,90420,28096
27244,50641,28096
44848,57705,28097
